10ASub1,10ASub2,10ASub3,10BSub1,10BSub2,10BSub3,11ASub1,11ASub2,11ASub3,11BSub1,11BSub2,11BSub3,12ASub1,12ASub2,12ASub3,12BSub1,12BSub2,12BSub3,TestNG3,TestSG3
84,62,76,75,48,70,71,48,64,64,54,61,72,60,84,2.0,62.0,84.0,33,48
47,41,62,49,35,45,43,49,64,42,52,60,81,40,73,59.0,63.0,85.0,37,39
74,52,82,71,43,74,72,53,79,76,54,72,80,71,74,86.0,64.0,77.0,23,38
47,57,74,53,66,69,57,44,76,48,48,68,92,59,74,68.0,67.0,82.0,32,37
60,67,76,54,69,61,60,65,67,65,66,58,74,76,66,77.0,69.0,86.0,29,41
70,62,69,72,43,55,62,58,62,60,67,61,79,60,72,81.0,73.0,59.0,41,46
82,42,77,83,35,59,71,39,77,67,24,72,85,71,74,68.0,70.0,61.0,26,38
53,64,83,63,58,79,36,41,73,29,55,73,79,75,79,59.0,75.0,87.0,47,49
81,71,78,81,67,81,87,75,78,93,75,72,88,82,75,97.0,77.0,82.0,52,55
64,49,78,63,47,76,52,41,73,48,62,73,74,60,75,68.0,78.0,86.0,35,39
79,67,89,73,60,87,68,42,85,73,54,81,84,64,88,87.0,83.0,87.0,40,44
89,64,75,88,61,58,76,47,70,79,62,70,85,81,80,96.0,86.0,59.0,50,54
92,67,93,93,56,93,91,55,86,88,53,75,83,57,86,96.0,83.0,94.0,46,49
69,68,74,67,59,77,66,44,69,64,57,69,87,71,74,87.0,87.0,62.0,26,38
77,71,82,79,66,86,81,57,79,82,68,70,79,84,89,95.0,86.0,90.0,39,54
66,69,79,72,66,79,74,72,79,74,74,80,85,86,84,87.0,88.0,87.0,33,46
76,73,74,79,77,75,77,65,76,79,78,72,76,81,71,92.0,87.0,82.0,30,41
60,68,76,52,56,74,53,61,71,53,62,70,83,70,72,64.0,91.0,59.0,23,36
69,62,69,68,58,67,53,56,72,60,63,70,87,79,74,87.0,94.0,91.0,30,44
92,47,82,93,61,79,89,62,80,89,64,79,82,62,84,94.0,62.0,80.0,34,48
81,56,76,75,52,73,68,66,75,72,74,74,92,62,72,91.0,61.0,72.0,42,49
85,57,84,77,55,81,71,60,82,63,52,82,86,68,86,92.0,63.0,88.0,47,53
58,68,67,57,59,68,61,70,70,61,61,72,82,67,76,80.0,64.0,83.0,34,47
58,49,68,59,53,67,65,51,74,67,68,72,86,73,81,87.0,63.0,82.0,37,52
70,52,77,67,53,73,76,65,77,77,73,75,77,70,77,88.0,69.0,81.0,33,47
76,60,84,77,76,85,88,72,81,86,73,83,83,79,82,92.0,71.0,87.0,37,52
54,73,71,61,72,68,40,44,73,2,67,0,84,59,65,64.0,73.0,80.0,27,40
50,45,76,54,50,67,42,75,75,43,78,71,80,58,65,67.0,74.0,86.0,24,36
87,63,86,86,62,81,84,80,76,81,76,84,99,83,82,98.0,75.0,89.0,39,53
68,69,76,61,64,66,61,66,68,65,76,75,68,67,72,77.0,80.0,87.0,33,47
81,83,78,83,72,56,74,80,59,74,75,68,93,77,77,78.0,82.0,1.0,39,51
67,72,79,74,63,77,74,67,80,74,71,81,86,82,76,90.0,88.0,90.0,35,48
69,65,75,70,60,68,73,69,79,66,67,78,77,73,78,86.0,88.0,92.0,37,50
88,70,87,84,62,82,92,88,87,87,84,85,92,73,84,95.0,85.0,87.0,32,47
77,80,85,76,81,78,82,77,89,78,79,87,80,84,85,95.0,88.0,84.0,38,53
92,76,90,89,82,84,89,75,89,84,74,83,82,85,84,90.0,90.0,81.0,36,50
61,67,79,65,70,69,67,71,74,73,84,71,99,88,74,82.0,95.0,87.0,45,50
86,86,82,84,78,73,94,80,80,91,80,79,74,83,78,97.0,99.0,84.0,48,52
63,61,83,72,59,74,83,61,63,69,56,63,71,50,68,81.0,12.0,43.0,25,36
61,37,43,58,58,39,52,46,45,41,46,39,22,31,30,24.0,27.0,7.0,21,27
61,53,82,63,53,80,63,47,65,59,58,57,82,46,65,75.0,29.0,65.0,24,38
48,37,67,51,42,71,32,60,55,33,58,45,64,45,57,21.0,35.0,35.0,27,39
50,53,84,57,51,79,60,43,72,60,47,76,77,39,75,86.0,42.0,84.0,26,40
49,39,69,44,36,44,34,44,43,28,42,39,77,31,54,58.0,39.0,65.0,12,22
60,51,73,57,43,70,57,43,52,45,47,49,73,42,56,33.0,40.0,47.0,21,33
68,64,80,69,56,71,78,60,68,78,62,73,73,67,80,93.0,47.0,64.0,38,52
82,45,73,69,52,69,81,42,71,74,45,70,74,55,63,93.0,52.0,86.0,27,39
66,49,82,64,55,78,69,55,77,72,70,74,96,46,79,84.0,58.0,91.0,26,39
56,63,72,49,51,69,52,54,68,53,56,64,75,58,58,61.0,42.0,61.0,24,36
55,59,73,62,62,69,64,61,69,68,62,53,68,65,66,32.0,60.0,77.0,33,44
62,55,70,59,53,69,53,48,64,70,53,64,69,64,69,82.0,61.0,92.0,26,39
87,59,61,83,52,60,91,61,68,80,58,63,82,60,63,97.0,62.0,72.0,37,50
58,47,82,49,36,62,63,38,81,59,55,69,78,61,74,84.0,64.0,89.0,43,49
73,61,79,76,54,70,72,58,71,71,60,73,67,64,76,83.0,63.0,83.0,38,44
88,70,82,84,61,79,81,62,71,89,61,72,82,68,77,94.0,62.0,82.0,32,45
80,59,74,73,64,70,76,61,79,75,70,80,80,77,69,78.0,64.0,94.0,33,47
73,73,80,72,70,79,81,79,77,78,82,68,67,75,70,87.0,70.0,81.0,44,50
67,71,71,63,58,81,82,73,61,85,78,57,11,86,58,83.0,68.0,52.0,32,44
85,63,85,86,65,79,90,69,77,91,71,74,84,71,79,93.0,72.0,62.0,38,53
74,69,80,83,78,78,86,66,78,86,71,79,67,83,66,78.0,75.0,87.0,46,52
70,64,77,72,58,73,89,81,71,81,83,76,78,60,64,86.0,74.0,86.0,39,42
52,56,73,51,62,63,62,66,67,68,78,61,73,77,65,82.0,73.0,79.0,31,43
57,56,78,66,60,80,66,66,76,79,76,75,78,78,70,87.0,79.0,71.0,41,47
43,61,83,51,64,79,61,60,75,65,65,76,89,73,76,78.0,82.0,87.0,31,45
83,70,88,80,66,86,91,72,84,88,67,82,88,73,80,90.0,79.0,89.0,37,50
63,59,80,72,64,79,71,67,79,76,60,80,70,75,74,85.0,84.0,82.0,35,49
83,54,83,80,57,77,78,61,81,84,76,83,95,59,86,96.0,82.0,96.0,34,48
68,63,66,69,58,54,86,62,65,90,71,67,75,84,67,91.0,87.0,81.0,36,50
75,80,80,75,71,71,91,89,86,94,84,80,70,90,69,91.0,91.0,85.0,52,56
96,80,91,97,81,87,100,72,92,95,81,89,102,88,95,100.0,96.0,98.0,50,54
64,56,75,64,60,63,1,0,1,60,39,66,68,46,66,70.0,41.0,70.0,32,24
72,71,68,71,55,74,80,66,74,82,70,72,82,78,74,92.0,50.0,97.0,48,47
60,65,75,65,54,65,52,47,56,60,60,59,81,64,61,64.0,54.0,83.0,41,42
64,80,75,59,70,72,63,62,67,63,61,64,70,74,63,85.0,55.0,67.0,45,42
59,54,78,60,49,77,67,41,70,74,55,76,98,57,72,82.0,60.0,75.0,37,43
67,56,74,68,55,79,43,60,63,62,61,63,0,49,0,0.0,63.0,33.0,37,27
62,62,73,60,63,67,64,63,67,60,68,73,71,64,68,68.0,61.0,88.0,44,40
54,63,70,66,63,59,58,52,72,58,68,72,71,65,69,60.0,63.0,75.0,33,31
66,72,64,60,60,60,66,66,54,56,61,56,65,81,66,85.0,66.0,62.0,50,37
77,57,80,77,50,75,76,52,71,70,70,70,70,75,72,90.0,68.0,71.0,49,47
60,65,81,61,57,76,53,49,69,52,65,65,74,59,71,60.0,68.0,93.0,37,38
79,62,84,75,67,81,70,61,78,72,69,75,74,74,77,87.0,67.0,93.0,44,42
80,75,89,78,66,82,81,58,74,77,75,73,74,63,77,91.0,69.0,69.0,49,46
66,67,80,65,68,81,61,66,74,74,73,78,78,75,74,87.0,72.0,89.0,45,48
62,80,79,62,75,76,54,62,74,58,59,71,70,76,75,74.0,75.0,71.0,44,32
71,75,82,68,65,78,67,65,73,69,72,72,69,70,72,66.0,72.0,90.0,47,35
86,83,89,84,64,89,85,73,80,82,86,81,87,79,82,86.0,70.0,90.0,51,38
67,60,82,65,69,85,64,69,75,69,75,74,77,61,75,52.0,68.0,96.0,43,42
79,60,78,75,52,72,65,70,75,65,70,72,82,68,73,78.0,71.0,81.0,43,43
84,79,83,84,58,79,83,68,81,75,72,73,79,68,68,92.0,69.0,77.0,44,32
75,83,81,70,76,78,71,84,81,81,75,82,98,72,79,91.0,69.0,93.0,49,35
80,77,87,76,69,80,60,61,82,60,77,78,93,79,84,71.0,69.0,98.0,48,47
88,71,88,85,65,88,92,75,80,89,76,82,92,70,85,93.0,73.0,99.0,50,50
54,75,74,51,65,71,58,61,65,62,74,67,78,70,72,69.0,74.0,85.0,40,41
67,70,75,65,59,75,59,62,67,63,66,73,82,71,74,80.0,72.0,74.0,50,37
82,82,83,81,81,75,78,75,79,69,75,76,60,68,76,85.0,71.0,88.0,49,36
81,83,75,84,75,68,77,76,65,74,72,55,80,71,69,95.0,73.0,69.0,51,50
76,78,65,74,75,68,62,78,66,70,86,69,72,86,72,63.0,76.0,80.0,49,36
59,78,68,64,64,58,52,69,69,59,69,68,92,73,63,73.0,84.0,64.0,46,34
69,75,80,65,75,75,68,81,78,70,85,75,81,78,72,88.0,83.0,91.0,54,53
70,70,84,72,76,81,74,81,80,75,76,87,87,79,84,87.0,87.0,79.0,52,52
76,84,87,74,73,83,75,75,77,72,81,67,100,88,77,89.0,87.0,89.0,52,39
59,67,62,58,71,58,70,84,47,64,82,36,0,77,47,64.0,88.0,1.0,46,44
84,68,81,80,71,76,86,72,78,90,76,72,78,80,76,91.0,90.0,93.0,49,50
75,70,77,74,70,77,77,73,72,78,78,72,75,80,76,83.0,95.0,90.0,49,36
70,95,88,74,83,81,77,88,76,78,89,78,81,96,79,73.0,97.0,91.0,51,37
50,60,79,59,55,75,55,51,70,44,48,72,62,45,62,55.0,58.0,84.0,35,37
56,38,73,50,33,61,47,44,66,47,55,62,82,50,72,52.0,64.0,35.0,33,32
61,40,77,55,50,63,50,40,56,55,44,53,73,44,68,79.0,28.0,81.0,29,32
73,58,83,67,56,77,61,63,75,54,58,73,79,58,76,87.0,40.0,84.0,38,29
49,48,71,51,47,67,49,43,71,55,58,72,74,56,71,79.0,47.0,84.0,42,38
51,81,80,63,65,73,54,69,73,56,74,68,79,64,72,71.0,51.0,82.0,43,41
70,79,66,66,67,50,49,41,64,40,45,56,73,56,61,79.0,51.0,84.0,45,32
71,67,81,71,71,78,75,50,62,68,53,59,76,52,58,89.0,54.0,83.0,35,27
56,73,80,65,76,78,54,64,72,66,69,75,70,79,71,76.0,75.0,65.0,43,31
62,52,70,62,55,60,66,57,74,60,58,78,73,63,69,78.0,76.0,67.0,41,43
76,77,83,77,78,76,65,77,70,76,83,71,78,87,64,87.0,78.0,96.0,53,49
76,76,80,79,74,72,74,78,74,74,72,74,1,84,59,86.0,76.0,67.0,46,46
78,79,86,76,79,85,76,73,83,83,77,81,75,78,78,94.0,76.0,86.0,51,51
79,76,83,75,64,77,77,57,77,74,66,76,79,77,81,87.0,80.0,89.0,43,44
72,84,73,76,67,57,70,70,54,80,64,64,74,78,72,60.0,81.0,88.0,47,45
72,74,74,71,58,59,67,61,74,66,70,75,69,87,71,86.0,81.0,93.0,52,50
76,84,80,77,73,74,86,70,74,84,79,73,85,82,79,92.0,85.0,93.0,54,49
78,81,76,83,73,78,88,76,73,87,82,71,71,77,72,93.0,81.0,88.0,46,43
82,87,81,89,86,78,83,80,73,74,72,55,82,85,78,96.0,83.0,73.0,53,52
63,75,69,65,69,66,57,77,74,70,78,74,71,78,65,88.0,86.0,82.0,48,42
75,79,78,77,78,75,78,70,81,77,70,75,73,79,75,92.0,85.0,92.0,47,48
89,86,88,89,76,85,83,78,88,83,79,91,89,87,88,95.0,86.0,95.0,57,56
65,78,80,71,88,75,69,76,78,74,85,75,79,89,72,80.0,91.0,85.0,48,45
61,82,73,67,75,71,66,75,75,73,83,68,86,86,71,87.0,91.0,70.0,50,38
67,70,81,72,62,87,72,78,88,84,84,86,91,87,83,94.0,93.0,93.0,56,54
84,92,79,78,83,79,82,89,78,86,92,80,76,87,78,81.0,96.0,80.0,51,38
70,56,70,74,52,53,62,41,71,68,53,66,72,44,69,69.0,42.0,88.0,39,38
54,65,76,52,66,70,52,65,62,57,68,66,83,64,59,63.0,43.0,63.0,39,35
70,58,79,67,60,70,63,66,85,62,53,77,66,51,76,68.0,49.0,73.0,40,28
76,73,80,68,66,79,76,66,79,67,69,72,78,59,75,88.0,51.0,77.0,41,30
64,65,73,66,73,71,64,68,62,61,75,53,77,61,61,66.0,55.0,76.0,41,36
86,80,79,87,68,75,79,67,78,80,74,74,85,70,70,94.0,53.0,86.0,50,48
77,66,79,70,58,67,81,55,73,81,70,78,80,62,74,88.0,60.0,92.0,54,49
61,70,77,63,64,73,60,72,64,61,80,59,75,59,68,73.0,65.0,63.0,46,39
72,75,84,72,59,80,70,58,75,72,73,77,87,58,68,78.0,67.0,91.0,41,30
89,74,59,79,67,64,71,67,62,77,74,48,70,65,61,58.0,68.0,64.0,47,44
67,69,82,63,65,83,65,64,72,69,73,72,89,74,73,78.0,69.0,85.0,49,46
71,69,78,67,58,73,75,64,69,72,65,68,79,64,75,81.0,55.0,90.0,49,37
67,62,68,64,54,67,68,56,55,69,59,59,64,58,65,85.0,59.0,80.0,43,34
82,65,77,77,59,67,76,51,68,73,67,64,80,58,72,85.0,61.0,94.0,53,51
28,28,39,34,30,31,33,26,33,36,33,45,74,41,51,26.0,57.0,83.0,19,23
61,76,76,67,72,64,64,69,81,68,75,74,101,70,77,83.0,59.0,97.0,47,46
69,73,80,66,68,72,63,64,72,68,63,70,66,66,79,88.0,60.0,94.0,48,47
83,72,86,81,63,77,85,65,76,86,65,74,76,70,76,86.0,60.0,84.0,47,35
63,70,72,61,74,76,60,76,71,59,81,70,65,62,69,69.0,62.0,86.0,45,33
76,72,80,71,64,81,72,61,78,75,66,74,86,73,80,90.0,62.0,87.0,50,49
44,68,63,46,69,65,43,72,68,45,73,64,71,71,72,48.0,61.0,84.0,40,38
59,73,75,61,60,69,53,63,62,52,61,63,93,67,71,77.0,62.0,84.0,40,37
74,65,81,67,68,70,78,75,74,74,73,73,72,73,74,84.0,64.0,86.0,48,45
63,59,76,65,52,76,65,70,70,67,80,60,86,60,76,73.0,63.0,95.0,45,33
72,64,82,72,56,75,74,65,69,82,75,77,82,70,74,91.0,68.0,93.0,49,49
75,81,85,75,69,78,72,69,76,71,77,71,75,66,78,89.0,64.0,91.0,48,48
87,66,82,89,69,71,86,68,70,82,74,75,61,75,66,88.0,74.0,68.0,50,47
58,69,66,64,66,62,63,63,71,70,68,73,74,64,64,91.0,73.0,63.0,50,48
74,84,76,82,79,76,83,72,77,79,80,72,70,74,61,78.0,75.0,38.0,48,36
74,66,80,69,71,71,79,72,78,80,77,76,76,79,65,92.0,75.0,62.0,50,36
82,72,80,83,68,78,76,76,73,74,77,74,73,73,71,76.0,77.0,89.0,50,46
78,84,80,80,82,78,79,78,76,76,78,66,90,88,69,95.0,84.0,96.0,51,38
80,71,79,67,67,75,64,65,73,63,66,67,82,67,60,82.0,86.0,62.0,44,42
91,89,87,85,89,86,88,80,77,87,82,81,91,86,70,97.0,83.0,95.0,55,51
91,89,92,89,82,89,91,85,90,98,86,87,92,93,88,99.0,87.0,96.0,59,58
80,77,79,78,58,69,72,75,78,86,80,79,71,74,68,93.0,85.0,69.0,52,39
84,79,91,82,77,85,80,82,86,89,80,86,76,81,83,92.0,88.0,94.0,56,41
89,92,85,93,85,82,91,89,88,88,88,82,100,92,86,101.0,89.0,94.0,58,43
66,68,79,60,59,75,47,49,74,30,53,74,71,34,42,60.0,47.0,24.0,29,32
65,66,83,64,52,73,53,37,77,56,62,76,75,44,51,70.0,61.0,88.0,38,28
68,53,71,67,62,64,66,65,73,64,63,67,58,51,50,78.0,62.0,61.0,39,29
82,80,86,87,73,76,79,79,80,80,78,80,75,72,74,1.0,60.0,2.0,47,46
70,58,65,77,58,53,71,46,64,61,50,60,81,46,52,83.0,52.0,83.0,46,38
64,72,77,63,66,69,60,57,76,69,70,72,78,51,67,74.0,55.0,80.0,46,46
80,78,71,76,71,67,74,69,62,72,76,68,65,66,60,89.0,52.0,82.0,45,32
50,58,76,46,60,70,40,35,59,39,39,43,79,54,65,62.0,61.0,80.0,41,27
62,83,73,72,75,65,62,68,63,63,80,65,72,66,63,59.0,61.0,82.0,38,26
69,68,78,71,66,75,62,59,83,58,66,79,69,61,73,66.0,61.0,77.0,40,28
71,63,67,68,58,61,64,60,67,69,58,68,61,72,61,49.0,58.0,82.0,36,36
67,58,81,71,58,73,72,56,67,74,60,66,88,61,60,85.0,64.0,86.0,34,34
73,76,74,67,70,73,70,72,76,73,74,74,80,72,71,75.0,66.0,84.0,51,37
58,52,71,67,62,69,61,52,63,61,67,55,78,61,69,77.0,66.0,88.0,40,42
72,88,76,63,65,64,56,76,79,53,68,76,79,66,67,74.0,70.0,80.0,43,42
71,63,60,72,50,58,66,64,72,67,63,68,78,66,66,79.0,70.0,83.0,49,43
79,76,85,74,68,75,63,68,77,65,64,69,99,64,78,82.0,71.0,87.0,49,46
83,63,83,79,72,71,81,55,71,80,63,69,86,68,76,89.0,69.0,85.0,49,48
84,77,85,80,65,81,84,63,75,81,65,81,83,66,69,79.0,72.0,81.0,49,38
75,63,87,81,77,84,72,70,73,76,76,68,78,70,68,76.0,71.0,87.0,44,32
50,63,73,51,65,71,37,51,62,45,53,74,94,61,72,68.0,70.0,89.0,39,28
82,80,81,83,71,61,86,73,77,82,81,73,87,72,70,77.0,70.0,85.0,49,47
63,73,71,65,66,62,69,59,63,62,68,54,64,65,63,81.0,74.0,87.0,47,35
68,74,74,66,72,73,67,70,69,76,79,72,76,73,68,93.0,76.0,92.0,48,35
72,82,75,71,67,74,79,69,74,72,63,68,77,68,71,68.0,73.0,83.0,44,32
74,78,80,75,74,65,71,66,75,73,74,71,88,70,65,69.0,75.0,83.0,46,35
85,73,88,84,76,81,85,70,72,84,71,68,82,72,70,81.0,72.0,86.0,45,33
68,67,77,66,62,73,70,53,78,70,56,72,81,74,67,73.0,80.0,88.0,49,36
78,79,76,77,74,75,86,76,78,86,77,74,93,75,69,90.0,84.0,84.0,53,39
82,87,73,80,83,76,71,81,68,74,78,76,74,84,62,77.0,82.0,78.0,51,47
75,81,74,77,75,66,71,68,65,74,71,76,92,77,70,71.0,85.0,85.0,47,45
61,66,68,58,71,65,60,65,65,64,75,67,78,67,68,81.0,70.0,84.0,45,45
72,81,80,71,74,74,75,65,69,74,76,68,77,78,76,79.0,72.0,92.0,49,37
92,54,70,91,63,60,93,65,66,91,71,61,76,72,72,91.0,72.0,86.0,50,37
79,64,77,84,62,77,86,66,75,88,73,73,78,78,73,87.0,71.0,84.0,50,36
65,68,67,61,73,67,61,69,63,69,76,68,82,66,68,88.0,72.0,84.0,48,47
75,86,79,81,74,79,84,77,79,84,76,73,82,79,83,79.0,74.0,94.0,55,52
72,67,88,68,71,80,76,67,76,75,76,76,80,73,81,72.0,77.0,94.0,50,47
82,87,85,82,79,84,81,73,75,80,89,71,92,78,79,84.0,78.0,96.0,52,37
86,81,90,81,79,90,83,75,82,83,77,77,79,80,80,81.0,79.0,87.0,50,49
67,81,75,65,84,75,66,76,75,73,79,74,78,84,75,77.0,82.0,89.0,50,47
86,93,86,84,83,77,86,84,84,85,88,77,81,92,79,88.0,84.0,93.0,53,49
86,81,89,85,71,80,84,73,75,87,79,78,84,85,85,99.0,81.0,95.0,56,52
78,80,80,77,75,74,79,85,80,85,82,77,82,87,73,87.0,91.0,86.0,54,39
90,88,87,93,95,85,94,101,80,90,96,75,69,98,85,86.0,96.0,92.0,53,39
73,64,79,66,54,73,64,65,78,63,68,71,72,46,69,62.0,44.0,61.0,45,47
67,70,78,63,56,60,77,64,78,77,66,72,69,50,65,88.0,48.0,79.0,47,33
77,71,73,73,63,63,73,54,66,80,66,54,70,57,46,88.0,48.0,67.0,41,42
77,68,83,80,59,69,81,66,73,77,69,69,65,65,58,85.0,54.0,69.0,43,30
72,63,62,69,55,54,70,70,74,56,61,62,1,59,42,89.0,51.0,59.0,37,35
66,58,69,64,59,59,62,59,63,67,67,68,80,57,52,87.0,54.0,82.0,45,44
87,72,78,83,61,63,84,61,69,82,67,68,72,62,55,90.0,52.0,61.0,48,35
71,77,90,69,74,91,55,70,79,52,70,81,73,63,74,60.0,62.0,86.0,45,45
74,79,81,79,72,74,68,72,69,64,78,62,69,52,66,73.0,63.0,86.0,39,40
65,82,75,59,69,64,58,65,70,64,74,65,94,69,70,71.0,66.0,88.0,44,32
88,74,81,84,70,75,76,61,77,77,72,82,94,66,74,94.0,69.0,93.0,53,53
51,67,71,44,57,49,33,62,50,32,65,49,78,59,53,58.0,71.0,94.0,39,31
56,90,70,51,79,41,48,73,66,48,75,64,73,61,52,64.0,69.0,37.0,38,28
87,69,83,86,65,86,76,73,83,80,75,81,85,64,75,94.0,68.0,90.0,55,40
66,65,69,64,66,63,70,68,72,72,72,65,73,66,59,90.0,73.0,42.0,47,34
81,65,80,76,64,72,77,62,69,73,72,63,71,67,70,97.0,70.0,85.0,55,42
62,71,77,70,67,59,55,64,67,64,62,69,40,65,29,83.0,74.0,85.0,23,13
71,84,77,64,76,77,63,71,82,77,80,81,92,81,81,81.0,74.0,93.0,52,37
78,94,82,85,85,79,91,85,83,86,90,79,85,88,76,85.0,88.0,85.0,46,44
82,84,83,79,68,84,85,71,72,84,81,75,83,82,69,92.0,88.0,86.0,58,44
85,80,85,84,82,85,76,81,83,76,82,81,92,81,71,83.0,87.0,82.0,45,41
73,83,90,72,69,74,61,75,75,63,84,68,92,92,79,88.0,88.0,94.0,50,50
92,91,87,84,86,89,92,79,81,89,90,76,84,82,75,89.0,88.0,88.0,55,54
68,84,69,64,73,63,75,79,59,66,76,57,76,85,59,78.0,91.0,74.0,46,33
92,90,91,90,93,86,90,85,83,94,92,88,80,93,91,91.0,92.0,93.0,58,43
53,69,73,51,54,71,52,40,70,47,46,65,78,53,63,71.0,58.0,85.0,29,27
45,71,66,42,62,65,40,42,73,40,44,67,71,41,72,67.0,32.0,81.0,36,37
65,53,70,70,63,75,75,48,73,78,61,77,69,55,74,85.0,48.0,82.0,47,46
44,63,73,48,59,63,49,59,61,59,67,62,85,56,65,69.0,49.0,73.0,33,32
64,75,74,61,59,68,56,62,62,64,74,64,63,54,69,70.0,51.0,75.0,39,27
89,67,84,81,57,76,79,61,65,84,69,65,73,60,74,1.0,54.0,88.0,41,42
75,69,77,76,56,66,74,60,66,70,59,56,72,52,70,77.0,62.0,74.0,39,28
82,73,75,77,67,76,63,64,61,64,76,60,92,62,67,73.0,59.0,82.0,52,42
76,78,76,71,71,71,79,65,71,77,82,62,78,69,73,85.0,59.0,83.0,45,33
77,60,79,72,59,74,74,52,71,73,61,69,69,50,79,95.0,62.0,86.0,45,34
78,61,77,77,53,70,78,47,67,80,48,71,81,65,75,92.0,59.0,85.0,44,44
61,72,79,66,58,78,69,59,73,76,61,70,63,56,69,77.0,64.0,80.0,42,31
71,62,75,74,66,80,70,58,69,70,66,63,77,68,68,75.0,68.0,83.0,44,45
88,72,83,82,59,73,78,65,71,81,73,62,75,74,59,89.0,68.0,68.0,51,45
75,76,77,74,71,75,76,59,74,75,59,78,90,73,84,88.0,68.0,86.0,47,46
75,75,88,79,64,66,82,48,71,82,71,72,85,61,76,86.0,73.0,93.0,44,47
84,70,87,78,61,78,72,66,74,77,58,70,83,77,66,83.0,73.0,81.0,49,47
83,67,75,77,59,79,70,74,71,71,71,68,79,70,65,88.0,73.0,83.0,45,45
60,63,77,65,68,73,79,77,74,81,84,70,67,80,72,89.0,72.0,84.0,52,46
68,77,82,73,65,71,61,70,73,68,86,76,76,84,76,84.0,73.0,89.0,51,51
83,73,81,83,72,78,81,67,75,81,73,66,94,83,71,86.0,72.0,89.0,48,36
68,68,84,67,69,75,68,73,74,67,68,74,76,74,68,81.0,76.0,79.0,51,50
74,87,78,73,82,69,72,78,73,75,76,69,79,96,63,79.0,76.0,1.0,51,38
77,79,81,73,82,79,71,82,77,73,84,75,77,89,67,83.0,84.0,75.0,53,39
81,75,85,81,79,78,82,70,79,76,78,81,80,84,72,93.0,85.0,90.0,47,35
94,88,93,90,90,89,91,87,94,92,89,93,99,100,87,97.0,96.0,100.0,58,43
60,68,66,56,54,62,47,58,56,43,58,54,55,61,43,49.0,49.0,67.0,28,21
58,65,68,59,52,39,64,47,62,70,72,66,78,66,59,72.0,57.0,74.0,41,43
71,67,77,63,63,65,53,44,58,54,47,53,63,62,59,74.0,58.0,14.0,36,37
59,69,67,62,67,53,74,65,58,0,0,0,1,1,2,73.0,58.0,0.0,50,37
55,57,73,57,58,64,52,47,71,44,56,72,78,68,64,75.0,62.0,45.0,45,43
74,74,80,62,79,67,61,62,67,69,67,68,70,77,65,81.0,60.0,72.0,47,45
82,60,63,84,48,56,82,63,66,82,63,63,99,71,47,86.0,61.0,48.0,43,37
71,64,76,68,62,69,63,60,71,60,62,69,97,64,74,76.0,63.0,33.0,38,37
55,50,68,64,54,69,67,63,60,68,70,58,59,64,42,74.0,61.0,25.0,40,28
61,63,71,58,59,69,60,47,73,72,56,78,6,0,0,52.0,65.0,2.0,35,28
66,70,74,70,62,75,53,63,61,65,63,59,72,70,59,64.0,66.0,0.0,40,30
69,75,72,66,59,60,71,72,67,61,80,61,86,68,48,76.0,66.0,7.0,47,34
66,65,78,61,59,68,66,59,75,67,61,72,93,70,72,69.0,69.0,65.0,39,41
60,76,77,66,66,67,59,66,77,65,69,74,93,76,74,79.0,69.0,74.0,48,45
60,75,78,66,75,72,70,56,68,78,63,70,77,75,62,82.0,70.0,64.0,46,33
65,70,72,72,75,70,68,67,70,64,68,59,77,76,59,61.0,75.0,27.0,42,41
70,81,75,65,64,62,74,68,66,69,71,60,77,77,72,86.0,74.0,63.0,51,49
21,54,59,26,54,59,28,50,60,26,59,60,61,71,48,55.0,77.0,59.0,24,26
56,66,66,68,60,63,80,71,61,85,76,58,62,70,58,86.0,75.0,47.0,43,31
75,74,80,80,70,73,75,68,72,71,70,77,64,75,71,81.0,77.0,46.0,52,38
81,73,79,82,72,80,69,74,72,74,81,73,92,73,69,83.0,73.0,85.0,51,47
85,60,77,77,61,71,70,67,76,69,78,76,80,85,68,80.0,76.0,84.0,48,45
79,93,74,82,89,67,82,91,69,85,88,64,77,89,64,93.0,79.0,64.0,53,40
72,80,87,66,78,77,79,73,76,80,74,72,74,80,74,82.0,80.0,89.0,47,44
77,72,81,76,66,82,66,82,75,75,77,72,82,91,76,83.0,79.0,77.0,49,48
76,78,83,78,80,82,77,71,78,87,84,75,77,83,79,82.0,81.0,43.0,49,46
72,77,83,79,77,77,75,79,72,73,86,76,97,83,77,89.0,86.0,88.0,54,39
93,87,81,94,74,80,89,71,82,91,84,75,79,86,75,94.0,83.0,47.0,52,39
72,75,77,72,84,72,67,73,70,71,79,70,75,93,67,77.0,84.0,46.0,51,38
79,67,75,67,62,66,79,71,74,78,70,69,66,81,70,85.0,88.0,49.0,51,38
77,78,83,77,64,76,74,68,74,80,75,73,84,86,73,88.0,87.0,88.0,47,46
73,87,71,70,82,60,67,80,65,70,82,72,90,81,63,74.0,68.0,90.0,53,39
83,68,84,83,72,80,81,67,78,78,72,80,84,80,74,94.0,70.0,84.0,50,49
71,79,76,77,75,68,68,78,72,72,76,73,75,74,63,73.0,68.0,81.0,48,46
73,75,76,72,65,77,87,71,73,91,74,71,87,78,66,79.0,71.0,79.0,54,40
