10ASub1,10ASub2,10ASub3,10BSub1,10BSub2,10BSub3,11ASub1,11ASub2,11ASub3,11BSub1,11BSub2,11BSub3,12ASub1,12ASub2,12ASub3,12BSub1,12BSub2,12BSub3,TestNG3,TestSG3,學校,入學管道
83,73,77,87,65,79,92,76,84,89,72,84,60,77,70,96,66,79,51,37,國立陽明交通大學,個人申請
85,78,83,82,66,77,80,74,78,76,72,71,81,76,77,78,68,87,49,37,國立高雄師範大學,考試分發
86,81,85,79,77,82,84,68,77,86,71,70,90,72,74,90,71,85,47,46,國立臺灣師範大學,考試分發
64,66,75,65,64,74,64,62,73,68,77,73,87,70,79,92,72,89,45,44,-,-
73,81,81,79,74,77,75,80,84,73,79,74,90,87,75,97,68,80,54,52,高雄醫學大學,個人申請
58,61,71,55,62,72,63,52,73,60,65,73,73,69,72,76,72,87,45,32,國立中興大學,個人申請
78,80,73,72,79,76,82,70,74,85,74,75,73,77,69,98,71,62,51,48,國立臺灣大學,考試分發
83,64,83,83,62,85,87,70,79,82,64,75,2,77,76,99,73,69,54,52,-,-
61,63,80,61,63,76,58,50,65,60,63,65,84,68,66,92,76,26,45,44,國立中正大學,考試分發
77,76,77,72,61,69,80,74,73,77,78,67,73,84,72,95,74,78,51,37,國立中山大學,個人申請
86,88,88,88,68,85,83,83,79,83,73,78,96,81,78,94,76,89,51,51,國立陽明交通大學,考試分發
75,75,82,71,66,81,75,68,70,75,71,71,59,63,74,67,58,71,48,47,-,-
83,77,72,78,60,59,89,83,80,84,78,53,69,58,40,71,59,0,57,42,中山醫學大學,考試分發
79,69,87,78,65,79,65,67,71,71,72,77,83,70,73,87,62,86,46,45,國立高雄大學,考試分發
84,69,86,81,71,76,69,51,74,66,68,74,89,64,71,88,60,74,37,36,-,-
90,84,91,85,84,87,81,78,80,80,87,79,71,72,75,87,61,88,56,55,國防醫學院,軍校招生 
69,67,86,69,67,86,69,62,81,78,68,81,87,61,78,81,61,90,46,46,國立成功大學,考試分發
74,84,86,70,74,81,73,68,75,68,79,66,84,68,76,86,61,89,50,48,國立成功大學,考試分發
69,55,79,81,65,75,86,59,76,85,63,80,71,63,77,90,62,89,49,48,國立陽明交通大學,個人申請
75,91,81,76,79,77,73,81,69,69,88,62,66,83,71,78,65,79,48,46,國立中正大學,個人申請
74,78,70,73,77,73,68,72,76,69,63,71,85,71,78,93,67,88,45,44,國立中興大學,考試分發
82,84,78,78,72,77,79,71,72,80,75,78,89,77,72,94,65,76,52,48,國立中央大學,考試分發
75,76,81,77,78,66,76,83,73,71,79,61,73,77,77,94,66,83,46,46,國立中正大學,考試分發
67,76,76,60,66,68,47,74,70,60,68,69,71,63,67,67,69,72,40,42,中山醫學大學,考試分發
84,79,81,74,76,76,88,69,76,86,73,75,78,78,77,1,72,76,55,41,國立清華大學,考試分發
65,74,77,70,73,67,53,65,65,58,65,63,96,62,73,83,71,85,45,44,國立臺灣師範大學,考試分發
71,69,80,79,75,82,76,69,83,73,77,81,79,77,80,91,72,72,53,53,國立清華大學,個人申請
86,89,89,81,86,88,86,82,79,79,81,78,87,83,84,94,73,79,55,55,中國醫藥大學,考試分發
90,86,88,89,82,86,85,89,87,79,81,81,83,76,83,92,77,91,58,57,中國醫藥大學,個人申請
75,65,70,71,67,67,79,77,71,78,80,75,85,76,75,88,77,86,56,42,中山醫學大學,個人申請
92,82,85,90,81,88,91,82,79,90,76,83,79,83,82,95,80,88,55,53,國立清華大學,繁星推薦
75,95,82,70,86,71,81,85,71,90,83,67,79,93,78,99,83,88,58,43,國立陽明交通大學,個人申請
75,73,78,77,77,82,80,80,79,83,87,76,76,79,75,62,85,70,48,36,國立成功大學,考試分發
74,83,79,76,71,79,86,82,75,91,74,70,91,80,80,94,92,83,54,50,國立成功大學,個人申請
53,48,47,55,25,53,58,59,62,66,62,50,74,61,3,1,2,0,35,26,國立高雄師範大學,考試分發
75,46,74,63,50,74,62,44,60,47,42,0,0,46,1,2,1,0,32,34,-,-
55,42,77,57,43,70,47,37,65,47,39,47,73,52,59,78,51,79,29,34,國立嘉義大學,考試分發
85,80,85,77,70,84,78,60,83,76,72,79,86,70,71,89,54,65,43,48,國立中央大學,考試分發
88,75,81,88,59,76,86,59,76,78,64,72,78,62,78,94,66,84,46,47,明尼蘇達大學-雙城校區,國外大學
91,71,75,96,77,77,91,71,76,88,68,73,86,71,72,86,67,84,50,37,國立中山大學,個人申請
90,70,83,87,72,79,86,63,78,87,68,72,81,62,77,91,67,95,45,45,國立中山大學,考試分發
94,85,90,89,78,89,95,71,85,92,88,89,88,88,83,90,70,98,56,56,中山醫學大學,繁星推薦
83,64,76,81,62,74,81,58,77,81,66,74,76,63,71,94,72,88,45,35,中國醫藥大學,考試分發
84,79,84,86,71,84,82,70,75,86,78,76,80,78,75,87,71,92,53,39,國立臺灣大學,考試分發
93,74,76,90,65,68,91,68,67,91,63,59,84,62,63,94,72,87,47,46,國立東華大學,考試分發
94,77,76,86,78,76,92,70,73,86,70,75,88,72,77,89,74,84,54,48,國防醫學院,軍校招生 
87,60,69,78,53,72,75,51,69,75,64,72,67,70,65,92,79,82,47,35,亞利桑那州立大學(ASU),國外大學
93,82,82,91,68,77,92,71,79,89,74,67,87,76,73,93,80,88,47,35,-,-
89,85,84,93,77,83,87,73,79,90,87,80,89,90,77,90,81,78,52,38,國立臺灣大學,考試分發
91,94,85,91,84,86,91,91,86,89,92,83,86,96,87,93,87,82,59,58,國立陽明交通大學,個人申請
82,79,71,91,79,78,91,85,76,87,86,72,86,92,61,100,90,94,54,39,國立陽明交通大學,個人申請
95,85,86,92,84,80,90,78,83,94,93,76,95,85,84,99,89,97,54,40,英屬哥倫比亞大學(UBC),國外大學
89,82,84,87,75,85,93,80,80,92,83,77,85,86,74,93,90,86,54,40,中山醫學大學,考試分發
91,74,80,94,75,81,91,84,80,92,81,76,90,91,77,94,90,90,56,53,國立成功大學,個人申請
97,80,87,94,81,84,95,74,90,89,86,88,90,86,86,99,95,97,51,52,國立陽明交通大學,考試分發
91,81,87,95,82,88,96,90,83,93,96,85,92,94,83,91,94,80,58,54,高雄醫學大學,個人申請
94,91,89,95,92,95,97,93,92,97,95,91,93,99,92,96,96,91,59,44,國立陽明交通大學,繁星推薦
88,68,80,85,62,77,83,48,71,74,51,66,72,46,69,88,61,98,37,40,國立臺南藝術大學,個人申請
66,55,74,51,44,70,61,56,72,56,54,63,81,31,62,35,23,83,36,35,東海大學,個人申請
2,0,1,1,1,1,56,64,80,50,60,72,86,49,70,67,39,87,42,41,國立中興大學,考試分發
80,66,83,81,62,82,85,64,76,88,74,68,64,63,66,93,50,77,45,46,-,-
64,53,79,61,43,80,42,59,76,39,45,73,62,45,69,65,52,84,32,34,-,-
69,61,71,73,61,52,64,50,77,74,76,66,74,61,72,81,51,83,44,33,國立中山大學,個人申請
82,67,84,80,65,78,75,59,78,79,60,68,67,54,79,87,53,85,50,48,國立成功大學,個人申請
78,62,82,70,65,75,63,65,68,60,62,61,76,56,65,84,55,91,45,41,國立臺灣海洋大學,考試分發
65,57,62,59,59,56,62,68,48,57,67,46,82,61,63,56,53,80,38,26,高雄醫學大學,考試分發
64,66,77,62,69,70,60,67,71,62,67,71,78,55,77,82,60,93,45,45,臺灣科技大學,個人申請
65,65,89,64,60,78,66,58,76,60,72,73,98,60,69,85,59,75,44,45,國立臺北大學,個人申請
77,76,75,78,64,71,74,61,71,76,67,73,80,58,69,91,59,86,48,42,國立中興大學,個人申請
85,62,79,80,65,78,77,73,76,78,63,76,79,60,69,90,61,86,47,47,臺灣科技大學,個人申請
84,70,79,88,73,78,92,66,75,91,71,76,77,64,75,93,58,84,51,49,國立清華大學,個人申請
59,65,70,53,61,64,56,59,68,53,62,73,68,53,68,77,59,82,43,43,中山醫學大學,考試分發
66,67,83,61,58,79,70,60,85,74,74,88,99,64,75,91,58,86,48,47,長庚大學,考試分發
66,66,76,63,60,75,53,45,72,59,64,69,81,61,64,89,60,86,44,42,國立中正大學,個人申請
74,74,78,76,61,69,67,54,70,62,69,62,58,50,70,83,59,83,39,39,-,-
77,79,82,76,78,70,76,74,75,73,83,73,90,68,68,78,62,80,46,34,國立中興大學,考試分發
74,73,75,77,62,75,71,61,70,70,70,65,78,69,69,82,61,77,49,46,國立成功大學,考試分發
85,77,71,80,71,71,82,74,67,69,76,72,74,72,77,89,62,74,51,38,國立陽明交通大學,考試分發
64,51,68,66,47,59,51,43,71,65,49,74,61,54,73,75,60,76,39,40,中山醫學大學,考試分發
80,61,89,76,60,81,66,60,80,77,66,84,89,58,77,86,63,82,43,42,國立中正大學,考試分發
80,80,82,79,67,72,76,66,74,74,69,75,83,59,70,95,64,83,48,48,國立高雄大學,考試分發
79,74,83,75,71,77,77,67,82,75,67,85,66,65,73,86,61,86,52,50,高雄醫學大學,個人申請
79,58,82,78,60,79,82,56,81,81,63,83,93,49,81,97,64,91,47,51,國立中山大學,考試分發
84,74,74,85,59,77,79,67,79,87,78,83,67,74,77,96,66,82,52,48,國立中央大學,個人申請
67,62,74,67,68,74,61,52,73,75,73,77,87,65,66,89,64,87,44,42,國立中正大學,考試分發
68,74,81,66,68,74,73,61,75,81,70,71,60,63,74,79,68,85,49,44,國立中央大學,個人申請
79,83,80,68,84,71,59,73,75,61,76,73,58,64,66,77,64,78,42,40,國立臺灣師範大學,個人申請
74,62,79,77,63,81,79,74,83,77,72,75,79,72,78,94,65,83,49,50,國立中山大學,個人申請
70,78,74,79,74,70,68,75,73,72,84,68,76,87,72,81,77,71,45,44,國立中山大學,個人申請
79,71,80,78,63,77,85,64,72,92,75,71,94,80,72,97,75,1,48,46,國立中央大學,考試分發
71,70,79,69,65,78,65,62,68,71,62,71,88,79,79,84,76,2,43,42,國立高雄師範大學,考試分發
77,79,82,80,70,76,74,65,74,77,78,73,79,79,59,90,79,45,48,36,國立成功大學,考試分發
89,78,80,85,59,80,88,69,73,90,76,74,70,74,72,92,78,72,50,50,國立中正大學,考試分發
69,57,71,72,59,73,86,68,73,79,70,77,68,76,74,89,78,46,48,34,國立臺灣大學,考試分發
81,65,82,89,70,83,94,68,78,94,67,79,66,72,84,88,78,88,48,44,中山醫學大學,個人申請
80,78,85,82,80,87,89,81,85,92,84,80,80,90,82,95,79,88,55,52,國防醫學院,軍校招生 
91,88,91,90,80,89,91,81,83,93,89,83,90,92,83,97,79,92,55,52,國防醫學院,軍校招生 
80,64,74,65,50,68,94,75,74,84,87,67,95,87,75,100,79,74,55,53,國立中興大學,個人申請
60,66,75,59,62,71,64,66,71,68,66,72,84,62,73,90,68,85,49,49,國立成功大學,個人申請
75,76,85,81,82,80,81,74,76,83,70,80,85,86,79,88,68,80,54,53,國立臺灣大學,個人申請
83,72,90,86,78,88,92,69,86,91,72,89,102,76,82,97,68,90,51,49,國立臺灣大學,繁星推薦
86,81,83,88,77,81,84,76,77,86,80,73,81,75,74,96,70,85,50,48,高雄醫學大學,考試分發
67,70,84,68,69,74,72,62,75,68,65,68,69,54,66,92,82,83,41,40,國立中正大學,考試分發
77,89,82,83,85,81,82,79,70,87,83,75,83,81,71,93,80,76,51,38,國立臺灣大學,考試分發
71,83,86,87,81,80,66,73,82,79,90,84,78,82,74,89,85,84,53,50,國立清華大學,考試分發
48,58,76,48,56,66,34,52,49,31,49,53,75,42,58,60,58,83,35,33,中山醫學大學,個人申請
70,58,76,68,36,70,59,48,65,67,59,69,99,56,62,85,60,84,35,35,國立中興大學,考試分發
87,75,83,85,77,75,85,70,76,89,72,73,24,81,78,97,80,85,54,54,馬偕醫學院,繁星推薦
85,94,83,87,93,83,86,90,85,89,93,78,78,91,81,94,84,89,56,53,高雄醫學大學,考試分發
84,96,84,85,86,80,87,83,82,84,86,82,77,90,75,93,87,44,54,49,臺北醫學大學,考試分發
91,79,83,89,76,77,95,78,80,97,78,76,88,88,60,2,89,1,57,42,國立臺灣大學,個人申請
87,83,93,82,83,86,83,70,86,87,79,83,79,93,78,96,90,58,56,41,長庚大學,考試分發
79,69,81,72,70,83,74,55,67,80,70,65,80,82,77,100,94,68,51,50,國立清華大學,考試分發
85,89,84,89,88,86,94,78,80,95,88,80,89,87,85,100,96,89,58,55,臺北醫學大學,個人申請
95,91,87,99,92,87,92,93,86,92,96,85,89,99,90,102,100,87,59,44,高雄醫學大學,個人申請
91,64,77,85,58,82,86,40,75,76,60,74,74,52,74,88,47,90,42,43,國立臺南大學,考試分發
87,66,82,76,64,80,86,53,75,82,79,74,80,78,72,87,55,92,52,49,國立中山大學,個人申請
84,68,80,83,61,77,83,61,78,80,71,79,77,65,79,87,58,84,47,45,國立政治大學,考試分發
85,70,76,88,65,77,89,68,77,84,72,75,78,73,71,92,61,86,48,36,嘉藥學校財團法人嘉南藥理大學,科大申請
88,76,87,79,63,88,71,66,85,78,76,75,66,65,78,78,58,79,49,50,國立政治大學,考試分發
84,58,77,82,59,78,81,61,76,81,66,72,77,60,72,89,61,89,47,36,國立成功大學,個人申請
83,63,81,79,59,81,92,52,81,84,68,80,82,59,82,97,59,91,54,51,新加坡南洋理工大學,國外大學
91,75,79,81,65,72,73,50,67,84,62,64,88,60,72,92,59,94,45,34,國立臺灣大學,考試分發
94,82,87,98,73,87,96,69,84,94,74,77,88,78,81,91,60,96,52,54,國立政治大學,個人申請
94,59,85,90,72,81,87,64,82,84,69,81,84,66,84,91,63,84,51,49,國立陽明交通大學,考試分發
29,42,60,32,43,54,33,31,53,41,30,50,26,33,56,38,0,2,15,23,-,-
56,51,66,47,43,53,61,41,59,1,1,1,1,1,0,1,1,1,29,41,國立臺灣師範大學,考試分發
32,43,71,29,44,62,41,48,55,41,65,65,74,41,66,60,26,87,20,32,銘傳大學,考試分發
57,47,74,56,39,50,53,63,70,63,67,70,77,67,72,86,25,62,34,41,國立臺灣師範大學,考試分發
77,76,82,76,64,74,76,66,84,66,71,83,70,65,78,74,31,84,40,47,國立成功大學,個人申請
59,49,69,54,28,64,50,52,65,46,62,59,81,30,66,59,34,82,18,30,國立臺南藝術大學,個人申請
68,59,74,60,51,77,49,60,68,50,52,67,85,47,66,61,34,62,19,33,逢甲大學,個人申請
56,35,74,57,42,75,61,60,74,58,70,70,75,65,79,74,42,90,32,40,國立臺南大學,考試分發
63,62,82,62,60,62,59,47,80,59,48,79,62,50,82,59,41,75,19,33,國立臺南大學,考試分發
75,49,83,74,49,81,68,62,80,62,74,78,87,51,71,75,45,84,20,35,國立屏東大學,個人申請
60,58,85,58,58,75,54,44,72,54,45,71,84,50,70,72,61,86,37,41,國立中正大學,考試分發
64,64,78,53,44,74,40,46,64,40,42,63,75,44,68,60,58,59,28,33,國立東華大學,個人申請
76,49,73,69,46,64,69,44,77,70,48,80,77,38,78,80,59,82,39,46,國立清華大學,個人申請
78,61,80,73,60,77,65,58,75,59,45,74,97,59,69,76,62,85,23,35,國立臺南大學,考試分發
80,45,82,79,47,74,70,54,76,71,69,77,85,70,77,88,61,85,32,45,國立暨南國際大學,考試分發
57,68,67,51,48,61,40,47,68,36,24,63,78,43,52,15,27,2,17,25,-,-
59,44,65,52,48,60,49,39,62,48,62,65,86,55,64,66,38,85,29,36,東吳大學,考試分發
65,64,70,77,61,77,63,55,74,73,62,80,89,72,88,76,42,60,41,48,國立政治大學,考試分發
63,70,61,63,61,62,62,65,60,54,61,56,78,72,50,72,41,91,33,39,國立東華大學,特教考試
76,59,81,67,51,78,62,62,77,64,61,78,70,64,80,75,40,89,33,45,國立臺北大學,考試分發
60,51,71,61,47,70,66,49,71,65,54,72,77,64,73,87,49,84,38,46,東吳大學,個人申請
84,62,76,75,48,70,71,48,64,64,54,61,72,60,84,2,62,84,33,48,國立中正大學,考試分發
47,41,62,49,35,45,43,49,64,42,52,60,81,40,73,59,63,85,37,39,輔仁大學,考試分發
74,52,82,71,43,74,72,53,79,76,54,72,80,71,74,86,64,77,23,38,輔仁大學,個人申請
47,57,74,53,66,69,57,44,76,48,48,68,92,59,74,68,67,82,32,37,國立臺灣體育運動大學,考試分發
60,67,76,54,69,61,60,65,67,65,66,58,74,76,66,77,69,86,29,41,國立中正大學,考試分發
70,62,69,72,43,55,62,58,62,60,67,61,79,60,72,81,73,59,41,46,國立臺北大學,個人申請
82,42,77,83,35,59,71,39,77,67,24,72,85,71,74,68,70,61,26,38,國立政治大學,特教考試
53,64,83,63,58,79,36,41,73,29,55,73,79,75,79,59,75,87,47,49,國立成功大學,考試分發
81,71,78,81,67,81,87,75,78,93,75,72,88,82,75,97,77,82,52,55,國立臺灣大學,考試分發
64,49,78,63,47,76,52,41,73,48,62,73,74,60,75,68,78,86,35,39,淡江大學,考試分發
79,67,89,73,60,87,68,42,85,73,54,81,84,64,88,87,83,87,40,44,國立臺灣師範大學,個人申請
89,64,75,88,61,58,76,47,70,79,62,70,85,81,80,96,86,59,50,54,國立政治大學,個人申請
92,67,93,93,56,93,91,55,86,88,53,75,83,57,86,96,83,94,46,49,國立政治大學,個人申請
69,68,74,67,59,77,66,44,69,64,57,69,87,71,74,87,87,62,26,38,國立嘉義大學,考試分發
77,71,82,79,66,86,81,57,79,82,68,70,79,84,89,95,86,90,39,54,國立中山大學,個人申請
66,69,79,72,66,79,74,72,79,74,74,80,85,86,84,87,88,87,33,46,國立中山大學,個人申請
76,73,74,79,77,75,77,65,76,79,78,72,76,81,71,92,87,82,30,41,國立中正大學,個人申請
60,68,76,52,56,74,53,61,71,53,62,70,83,70,72,64,91,59,23,36,國立屏東大學,考試分發
69,62,69,68,58,67,53,56,72,60,63,70,87,79,74,87,94,91,30,44,國立臺北大學,個人申請
92,47,82,93,61,79,89,62,80,89,64,79,82,62,84,94,62,80,34,48,國立臺灣大學,個人申請
81,56,76,75,52,73,68,66,75,72,74,74,92,62,72,91,61,72,42,49,國立臺灣海洋大學,個人申請
85,57,84,77,55,81,71,60,82,63,52,82,86,68,86,92,63,88,47,53,國立臺灣大學,個人申請
58,68,67,57,59,68,61,70,70,61,61,72,82,67,76,80,64,83,34,47,國立政治大學,考試分發
58,49,68,59,53,67,65,51,74,67,68,72,86,73,81,87,63,82,37,52,國立臺灣大學,考試分發
70,52,77,67,53,73,76,65,77,77,73,75,77,70,77,88,69,81,33,47,國立成功大學,考試分發
76,60,84,77,76,85,88,72,81,86,73,83,83,79,82,92,71,87,37,52,國立臺北大學,個人申請
54,73,71,61,72,68,40,44,73,2,67,0,84,59,65,64,73,80,27,40,國立臺北教育大學,個人申請
50,45,76,54,50,67,42,75,75,43,78,71,80,58,65,67,74,86,24,36,國立臺東大學,個人申請
87,63,86,86,62,81,84,80,76,81,76,84,99,83,82,98,75,89,39,53,國立政治大學,個人申請
68,69,76,61,64,66,61,66,68,65,76,75,68,67,72,77,80,87,33,47,國立臺北大學,考試分發
81,83,78,83,72,56,74,80,59,74,75,68,93,77,77,78,82,1,39,51,國立政治大學,考試分發
67,72,79,74,63,77,74,67,80,74,71,81,86,82,76,90,88,90,35,48,國立政治大學,考試分發
69,65,75,70,60,68,73,69,79,66,67,78,77,73,78,86,88,92,37,50,國立政治大學,個人申請
88,70,87,84,62,82,92,88,87,87,84,85,92,73,84,95,85,87,32,47,國立中正大學,個人申請
77,80,85,76,81,78,82,77,89,78,79,87,80,84,85,95,88,84,38,53,國立政治大學,繁星推薦
92,76,90,89,82,84,89,75,89,84,74,83,82,85,84,90,90,81,36,50,國立臺北藝術大學,繁星推薦
61,67,79,65,70,69,67,71,74,73,84,71,99,88,74,82,95,87,45,50,國立政治大學,個人申請
86,86,82,84,78,73,94,80,80,91,80,79,74,83,78,97,99,84,48,52,國立臺灣大學,考試分發
63,61,83,72,59,74,83,61,63,69,56,63,71,50,68,81,12,43,25,36,-,-
61,37,43,58,58,39,52,46,45,41,46,39,22,31,30,24,27,7,21,27,-,-
61,53,82,63,53,80,63,47,65,59,58,57,82,46,65,75,29,65,24,38,-,-
48,37,67,51,42,71,32,60,55,33,58,45,64,45,57,21,35,35,27,39,國立臺南大學,考試分發
50,53,84,57,51,79,60,43,72,60,47,76,77,39,75,86,42,84,26,40,國立臺灣師範大學,考試分發
49,39,69,44,36,44,34,44,43,28,42,39,77,31,54,58,39,65,12,22,國立東華大學,考試分發
60,51,73,57,43,70,57,43,52,45,47,49,73,42,56,33,40,47,21,33,國立高雄師範大學,考試分發
68,64,80,69,56,71,78,60,68,78,62,73,73,67,80,93,47,64,38,52,國立政治大學,考試分發
82,45,73,69,52,69,81,42,71,74,45,70,74,55,63,93,52,86,27,39,輔仁大學,個人申請
66,49,82,64,55,78,69,55,77,72,70,74,96,46,79,84,58,91,26,39,東吳大學,考試分發
56,63,72,49,51,69,52,54,68,53,56,64,75,58,58,61,42,61,24,36,國立臺南大學,考試分發
55,59,73,62,62,69,64,61,69,68,62,53,68,65,66,32,60,77,33,44,東吳大學,考試分發
62,55,70,59,53,69,53,48,64,70,53,64,69,64,69,82,61,92,26,39,東吳大學,考試分發
87,59,61,83,52,60,91,61,68,80,58,63,82,60,63,97,62,72,37,50,國立政治大學,考試分發
58,47,82,49,36,62,63,38,81,59,55,69,78,61,74,84,64,89,43,49,國立成功大學,考試分發
73,61,79,76,54,70,72,58,71,71,60,73,67,64,76,83,63,83,38,44,國立成功大學,考試分發
88,70,82,84,61,79,81,62,71,89,61,72,82,68,77,94,62,82,32,45,國立臺灣師範大學,考試分發
80,59,74,73,64,70,76,61,79,75,70,80,80,77,69,78,64,94,33,47,國立臺北大學,考試分發
73,73,80,72,70,79,81,79,77,78,82,68,67,75,70,87,70,81,44,50,國立中興大學,個人申請
67,71,71,63,58,81,82,73,61,85,78,57,11,86,58,83,68,52,32,44,國立政治大學,考試分發
85,63,85,86,65,79,90,69,77,91,71,74,84,71,79,93,72,62,38,53,國立臺北大學,個人申請
74,69,80,83,78,78,86,66,78,86,71,79,67,83,66,78,75,87,46,52,國立政治大學,個人申請
70,64,77,72,58,73,89,81,71,81,83,76,78,60,64,86,74,86,39,42,國立成功大學,特教考試
52,56,73,51,62,63,62,66,67,68,78,61,73,77,65,82,73,79,31,43,國立中正大學,考試分發
57,56,78,66,60,80,66,66,76,79,76,75,78,78,70,87,79,71,41,47,國立清華大學,個人申請
43,61,83,51,64,79,61,60,75,65,65,76,89,73,76,78,82,87,31,45,國立臺灣藝術大學,考試分發
83,70,88,80,66,86,91,72,84,88,67,82,88,73,80,90,79,89,37,50,國立成功大學,個人申請
63,59,80,72,64,79,71,67,79,76,60,80,70,75,74,85,84,82,35,49,國立中正大學,個人申請
83,54,83,80,57,77,78,61,81,84,76,83,95,59,86,96,82,96,34,48,國立政治大學,考試分發
68,63,66,69,58,54,86,62,65,90,71,67,75,84,67,91,87,81,36,50,國立政治大學,個人申請
75,80,80,75,71,71,91,89,86,94,84,80,70,90,69,91,91,85,52,56,國立臺灣大學,個人申請
96,80,91,97,81,87,100,72,92,95,81,89,102,88,95,100,96,98,50,54,國立臺灣大學,繁星推薦
64,56,75,64,60,63,1,0,1,60,39,66,68,46,66,70,41,70,32,24,南臺科技大學,科大申請
72,71,68,71,55,74,80,66,74,82,70,72,82,78,74,92,50,97,48,47,-,-
60,65,75,65,54,65,52,47,56,60,60,59,81,64,61,64,54,83,41,42,逢甲大學,個人申請
64,80,75,59,70,72,63,62,67,63,61,64,70,74,63,85,55,67,45,42,國立中山大學,個人申請
59,54,78,60,49,77,67,41,70,74,55,76,98,57,72,82,60,75,37,43,-,-
67,56,74,68,55,79,43,60,63,62,61,63,0,49,0,0,63,33,37,27,-,-
62,62,73,60,63,67,64,63,67,60,68,73,71,64,68,68,61,88,44,40,國立成功大學,個人申請
54,63,70,66,63,59,58,52,72,58,68,72,71,65,69,60,63,75,33,31,國立宜蘭大學,考試分發
66,72,64,60,60,60,66,66,54,56,61,56,65,81,66,85,66,62,50,37,國立成功大學,考試分發
77,57,80,77,50,75,76,52,71,70,70,70,70,75,72,90,68,71,49,47,國立中興大學,考試分發
60,65,81,61,57,76,53,49,69,52,65,65,74,59,71,60,68,93,37,38,國立臺南大學,個人申請
79,62,84,75,67,81,70,61,78,72,69,75,74,74,77,87,67,93,44,42,東海大學,考試分發
80,75,89,78,66,82,81,58,74,77,75,73,74,63,77,91,69,69,49,46,國立高雄師範大學,考試分發
66,67,80,65,68,81,61,66,74,74,73,78,78,75,74,87,72,89,45,48,國立成功大學,考試分發
62,80,79,62,75,76,54,62,74,58,59,71,70,76,75,74,75,71,44,32,逢甲大學,考試分發
71,75,82,68,65,78,67,65,73,69,72,72,69,70,72,66,72,90,47,35,國立東華大學,考試分發
86,83,89,84,64,89,85,73,80,82,86,81,87,79,82,86,70,90,51,38,國立成功大學,個人申請
67,60,82,65,69,85,64,69,75,69,75,74,77,61,75,52,68,96,43,42,國立陽明交通大學,考試分發
79,60,78,75,52,72,65,70,75,65,70,72,82,68,73,78,71,81,43,43,國立高雄師範大學,考試分發
84,79,83,84,58,79,83,68,81,75,72,73,79,68,68,92,69,77,44,32,國立中山大學,個人申請
75,83,81,70,76,78,71,84,81,81,75,82,98,72,79,91,69,93,49,35,國立中央大學,個人申請
80,77,87,76,69,80,60,61,82,60,77,78,93,79,84,71,69,98,48,47,國立臺灣師範大學,個人申請
88,71,88,85,65,88,92,75,80,89,76,82,92,70,85,93,73,99,50,50,國立成功大學,個人申請
54,75,74,51,65,71,58,61,65,62,74,67,78,70,72,69,74,85,40,41,國立臺南大學,考試分發
67,70,75,65,59,75,59,62,67,63,66,73,82,71,74,80,72,74,50,37,國立成功大學,考試分發
82,82,83,81,81,75,78,75,79,69,75,76,60,68,76,85,71,88,49,36,國立中正大學,個人申請
81,83,75,84,75,68,77,76,65,74,72,55,80,71,69,95,73,69,51,50,國立成功大學,考試分發
76,78,65,74,75,68,62,78,66,70,86,69,72,86,72,63,76,80,49,36,國立成功大學,考試分發
59,78,68,64,64,58,52,69,69,59,69,68,92,73,63,73,84,64,46,34,國立中正大學,考試分發
69,75,80,65,75,75,68,81,78,70,85,75,81,78,72,88,83,91,54,53,國立成功大學,考試分發
70,70,84,72,76,81,74,81,80,75,76,87,87,79,84,87,87,79,52,52,國立臺灣大學,個人申請
76,84,87,74,73,83,75,75,77,72,81,67,100,88,77,89,87,89,52,39,國立陽明交通大學,個人申請
59,67,62,58,71,58,70,84,47,64,82,36,0,77,47,64,88,1,46,44,國立清華大學,考試分發
84,68,81,80,71,76,86,72,78,90,76,72,78,80,76,91,90,93,49,50,國立中正大學,考試分發
75,70,77,74,70,77,77,73,72,78,78,72,75,80,76,83,95,90,49,36,國立中正大學,考試分發
70,95,88,74,83,81,77,88,76,78,89,78,81,96,79,73,97,91,51,37,國立成功大學,考試分發
50,60,79,59,55,75,55,51,70,44,48,72,62,45,62,55,58,84,35,37,國立高雄科技大學,科大申請
56,38,73,50,33,61,47,44,66,47,55,62,82,50,72,52,64,35,33,32,-,-
61,40,77,55,50,63,50,40,56,55,44,53,73,44,68,79,28,81,29,32,國立嘉義大學,考試分發
73,58,83,67,56,77,61,63,75,54,58,73,79,58,76,87,40,84,38,29,國立臺南大學,個人申請
49,48,71,51,47,67,49,43,71,55,58,72,74,56,71,79,47,84,42,38,國立臺灣海洋大學,考試分發
51,81,80,63,65,73,54,69,73,56,74,68,79,64,72,71,51,82,43,41,中原大學,考試分發
70,79,66,66,67,50,49,41,64,40,45,56,73,56,61,79,51,84,45,32,國立成功大學,個人申請
71,67,81,71,71,78,75,50,62,68,53,59,76,52,58,89,54,83,35,27,東海大學,考試分發
56,73,80,65,76,78,54,64,72,66,69,75,70,79,71,76,75,65,43,31,國立中興大學,考試分發
62,52,70,62,55,60,66,57,74,60,58,78,73,63,69,78,76,67,41,43,國立中正大學,考試分發
76,77,83,77,78,76,65,77,70,76,83,71,78,87,64,87,78,96,53,49,國立陽明交通大學,個人申請
